"V1" "V2" "V3" "V4" "V5" "V6" "V7"
0.524721638311621 0.595646156313184 0.469582820811519 0.343036362309189 0.495920400238041 0.397612118849554 0.500935579317697
0.412902792594566 0.49139323753618 0.377988893050875 0.280801359769982 0.390649171216385 0.296306863952082 0.415180509502275
1.09749837532013 1.37387007082256 1.00177481346021 0.626117762061954 1.03883814561877 0.773656186557468 1.06215829822514
0.833518083628475 1.03307894403982 0.790275718814106 0.538715764807419 0.834857881326267 0.583535425170724 0.833303764202859
1.08397143048495 1.35487135253486 1.0472456774145 0.724435702628695 1.05849422319781 0.796626001472988 1.06445197268301
1.24841332936012 1.46466645958687 1.14403820014241 0.789955665265066 1.17236537452342 0.93162879557489 1.1495425740411
0.667309476646361 0.76272404580755 0.636138260333502 0.558187581859829 0.619199942688691 0.547404436784372 0.640113167199037
0.201155827633522 0.132144335858657 0.194556449141745 0.257103347665292 0.215522646592149 0.207548702668524 0.19868350892972
0.649091703346616 0.573200684907919 0.579716749354802 0.480425597632184 0.588932169361494 0.583361318756638 0.559618154219638
2.99328400908399 2.88501037696878 2.92114247774843 1.27698567774781 2.54473323321668 1.71565003699015 2.65457485593944
3.26445970619483 2.83137712278665 3.20694353219769 1.81186916785584 2.92139551055948 2.16716109492311 2.8237256509718
0.150643891624987 0.0924431609737646 0.147000888106391 0.155112770944489 0.162971289994086 0.144523554137404 0.145489449506766
1.0434593605355 1.0959668429867 1.0120035021693 0.804688860024943 0.975443789339209 0.865930089002148 0.91665668103673
1.28050600924588 1.42684939772554 1.22829366286618 0.947286940915138 1.08074821890924 1.12105229297822 1.02560466753495
1.27719185428212 1.52001961497249 1.23437333134857 0.894022941035294 1.12681362637319 1.07698805462053 1.10062361539621
1.76637748501648 2.07182025471096 1.66081099277151 1.22139102873948 1.57604690788777 1.52140330032835 1.48106545066983
1.87427190631979 2.18474826564082 1.76234065409867 1.3043835404134 1.62106665838061 1.6497237276033 1.50984021964289
0.661873484436423 0.58146668801277 0.618739168004301 0.504190242425101 0.597060829631658 0.651268985739546 0.556008485693034
0.518200265811445 0.446298086198274 0.480626494265217 0.436261023463759 0.48367848092828 0.560406041386546 0.42864560829175
0.164601252845874 0.127035435166799 0.159577960249308 0.17890316560004 0.135010172888954 0.203360060650899 0.140148767054097
0.0894131953831793 0.0312325969266706 0.0806346942547265 0.114412072672043 0.0508923317145009 0.106677056476209 0.0582987239315198
0.219984694755767 0.207075378683843 0.193445078896693 0.152974802342968 0.175465549548018 0.193518305306801 0.207307019483577
0.0871144080465752 0.0404832358886044 0.0669385693504209 0.0824737942275895 0.0604127734065582 0.102582976835994 0.0751747370938665
0.0958543800365015 0.257105118337564 0.0863649301312045 0.0146575925323957 0.102083424380936 0.0308076261815598 0.0856152911402821
0.093565864389231 0.0711232982701303 0.0978400387999336 0.108337636471366 0.090562313639967 0.101044016628449 0.100712109762394
0.222032025962986 0.243491533849227 0.226182676479837 0.183784497116558 0.191204227573537 0.20791841536896 0.218561929770788
0.454365284544614 0.538666383650096 0.452041947973616 0.304638924566804 0.401713943645693 0.412188566704902 0.437090120906286
0.820340396975851 1.06768408117215 0.814367372791346 0.490752528003821 0.742322828738523 0.649559557587897 0.78501556545115
0.610908414663685 0.73577721191607 0.598042675043019 0.416288866145566 0.58395817616466 0.478122130490812 0.599985832584889
0.41018548778707 0.439409991299792 0.406240553384267 0.282176291099625 0.371279904765586 0.333133087414016 0.389657151454968
1.66972908401216 2.20035919944855 1.6200839792877 0.935010796003483 1.28023517147791 0.867330550759888 1.39424818499353
0.566584390588045 0.617491589442115 0.555524234470055 0.43199871969025 0.482873652657633 0.494126423697982 0.499740280599404
0.818122815241027 0.932509295915015 0.795057993707711 0.560270146723992 0.732785401175872 0.662084533927385 0.744914789668605
1.28922569140168 1.60787373681845 1.24763112054352 0.829659334817686 1.15286059513995 1.00533172375567 1.17085350772572
1.640641412983 2.18538189964351 1.58338022156654 1.03881211695223 1.41375683895524 1.23467120797355 1.47821441272629
1.46099357791523 1.93267245728595 1.42894070362618 0.93248738945578 1.32017614893495 1.13649023025972 1.36047338743795
1.11069205520209 1.43201098428709 1.13810871071979 0.800191976898559 0.974836481406218 0.927603042878001 1.01264532079154
0.172534486906821 0.104720479003211 0.202014368136423 0.245329388765909 0.175943658206558 0.23278823039244 0.137892324406283
0.309320895999708 0.301610549042111 0.342947331165464 0.321815073404397 0.315410167739823 0.330830537125248 0.290162239788422
0.140102510281635 0.14083934705536 0.141319494193954 0.14563760995382 0.125740893779644 0.139253315947248 0.139428286866515
1.31780617914181 1.78624948663502 1.25430659838682 0.922152077868395 1.17097535144627 1.07712504268092 1.19730098682093
0.152696507415355 0.127847722882881 0.152677836933738 0.145378027593874 0.107730637284945 0.164812047651613 0.132938266348593
0.684638302873947 0.172467663328051 0.714352242393555 0.457320174730961 0.551043837569177 0.491629015986925 0.502932222535154
0.850529466189935 1.0925287787557 0.873889793921463 0.597740550150108 0.793857676487008 0.658327072051074 0.820170498158719
0.533825829898467 0.660515519915573 0.52673866731247 0.350960067112372 0.561685761103363 0.400483450942858 0.556351887122464
0.336442647104093 0.159180498146653 0.336827906454261 0.226914363567891 0.320404940075536 0.262068654578268 0.304036442636517
0.888483754012895 1.14351424345595 0.878710935572644 0.573810165885509 0.898991402695004 0.684760802509282 0.883607226366669
1.0441513456159 1.4904169970223 1.06631272827115 0.667718233732195 1.0276664780512 0.791231891635602 1.07050740524919
1.12573187015256 1.60264813098003 1.17181640964667 0.782019386893796 1.26045706364404 0.890683120273556 1.21484542946429
0.547591725155758 0.59135354761946 0.58981041534279 0.440668312272314 0.59630976213096 0.474439839450705 0.546680044688795
0.648290839579425 0.825217783380501 0.636473984908596 0.444232287984579 0.629419750223752 0.534692069011545 0.649819767758254
1.19149923415254 1.5655220220999 1.15722254792476 0.755344877339018 1.07572061568727 0.890315805696811 1.12443269387793
0.849834463188356 1.14088587633143 0.822561053280837 0.573021801451071 0.718770092610571 0.679845064787424 0.781723073373145
1.43543839019375 1.88926060684675 1.40310219157854 0.909771307870297 1.36073406175996 1.07083855164648 1.36856633533547
1.2586496983169 1.71793003784195 1.23804427012869 0.821358112322416 1.15383477817444 0.997540330549258 1.19028939684426
0.576233615556148 0.67375476548138 0.553515564776004 0.445465479862792 0.501511829693209 0.511191470539425 0.515184624444851
1.04895176372537 1.35868241459577 1.02505328960721 0.737893102034008 0.951376498449708 0.870754884123907 0.961174231968792
0.658329311347749 0.751031591952997 0.641815673464561 0.451362746564132 0.59245212415601 0.540512295201478 0.589332996664028
1.10217523399284 1.47259674885641 1.12422487902214 0.700310458922421 1.01049620952514 0.883490810479658 1.02991514338872
1.05386431653816 1.29043554884545 1.04949233579794 0.682090537980797 1.03782614634461 0.870758794700619 0.996860210480935
0.962034001353782 1.18815496762441 0.928384671349064 0.676588282313144 0.792028249795854 0.803159578606245 0.838728739603942
0.883040508895556 1.11891703855742 0.860700475558588 0.616921544897313 0.802264476671467 0.717718850871991 0.815142041459449
0.824443474833921 0.967821707672455 0.805707390385055 0.617810377077941 0.700845415588361 0.706595335187661 0.707189481419647
0.0340659771969579 0.00510894378756948 0.0498481388031585 0.103143899537581 0.0567668470663311 0.0692712704131159 0.0377918956707927
0.357753708655267 0.238608077510372 0.395733365624612 0.316931398447284 0.411075480283554 0.31662246521559 0.343831619106299
0.45856841066102 0.600257105675674 0.495485904996228 0.402943556835197 0.501116323269605 0.407846547293091 0.496280729012938
3.02970795496001 2.61180707877658 2.88652669635843 1.47324183574874 2.48266767179788 1.97630866502874 2.41761345608271
0.438757770120761 0.482082512632575 0.437565374281209 0.331047943499827 0.491660397832865 0.365785780950376 0.476285960927724
1.08515537994069 1.432477646244 1.08016788165038 0.70071597691962 1.11654302693003 0.830077134815919 1.09458010399878
0.664863705390284 0.860209146946595 0.654291740072825 0.459171361436315 0.684006242822262 0.533853919929042 0.68542013900541
2.0373023808518 2.32606731887961 2.08744687263503 1.71794853239686 2.33249071412977 1.87687021098445 1.86509931957672
0.00932359894011787 0.00373261341398147 0.0123612247467877 0.0222803760397749 0.0105053506372665 0.023635958721927 0.0158082844419493
0.143415720312359 0.0479438592227325 0.121904527761097 0.126520882415908 0.146231467434068 0.167333210292569 0.132691874842617
0.480766522294877 0.528289017971876 0.436289246834823 0.322579849451459 0.435534167726148 0.423615244870913 0.442972728999337
1.2537132610165 1.51742416582023 1.15382137667732 0.799379801180065 1.09371764154245 1.03414098410875 1.11239963316
1.20509491335396 1.55098138197618 1.15094780704107 0.767320572939725 1.01701873672498 0.934839608250027 1.06443489621669
